Run ID,Run Date,Track ID,Prompt,BPM,Mood,Instruments,Release Tag,Raw File,Final File,Normalize,Fade Out (ms),Overlay File,Overlay Volume,Duration (s),Sample Rate,Seed,Status
20251125_023910,2025-11-25 02:39:24,MidnightArchives_1_seed42,"lo-fi hip hop with rain ambience at 80 BPM, mood: chill, reflective, instruments: piano, drums",80,"chill, reflective",piano;drums,MidnightArchives,outputs/run_20251125_023910\MidnightArchives_1_seed42_raw.wav,outputs/run_20251125_023910\MidnightArchives_1_seed42_final.wav,True,3000,rain.wav,-15,30,32000,42,Error: MusicGen.set_generation_params() got an unexpected keyword argument 'seed'
20251125_024118,2025-11-25 02:48:14,MidnightArchives_track01_seed1,"lo-fi hip hop with rain ambience at 80 BPM, mood: chill, reflective, instruments: piano, drums",MidnightArchives,80,"chill, reflective",piano;drums,MidnightArchives,outputs/run_20251125_024118\MidnightArchives_track01_seed1_raw.wav,outputs/run_20251125_024118\MidnightArchives_track01_seed1_final.wav,True,3000,rain.wav,-15,30,32000,1,Error: [Errno 2] No such file or directory: 'rain.wav'
